,Timestamp_mst,Temperature (degree C)
9568,2022-03-17 00:00:00,3.3
9569,2022-03-17 01:00:00,3.1
9592,2022-03-17 02:00:00,-0.3
9570,2022-03-17 03:00:00,1.7
9593,2022-03-17 04:00:00,-1.9
9594,2022-03-17 05:00:00,-2.6
9571,2022-03-17 06:00:00,-1.6
9595,2022-03-17 07:00:00,-1.1
9596,2022-03-17 08:00:00,1.5
9572,2022-03-17 09:00:00,4.3
9573,2022-03-17 10:00:00,5.2
9574,2022-03-17 11:00:00,7.3
9575,2022-03-17 12:00:00,8.8
9576,2022-03-17 13:00:00,9.5
9577,2022-03-17 14:00:00,10.0
9578,2022-03-17 15:00:00,11.1
9579,2022-03-17 16:00:00,11.4
9580,2022-03-17 17:00:00,11.1
9581,2022-03-17 18:00:00,9.8
9582,2022-03-17 19:00:00,8.6
9583,2022-03-17 20:00:00,7.2
9597,2022-03-17 21:00:00,6.0
9598,2022-03-17 22:00:00,5.5
9599,2022-03-17 23:00:00,5.5
9584,2022-03-18 00:00:00,5.1
9600,2022-03-18 01:00:00,4.8
9601,2022-03-18 02:00:00,3.6
9585,2022-03-18 03:00:00,1.3
9586,2022-03-18 04:00:00,-0.4
9587,2022-03-18 05:00:00,-0.6
9602,2022-03-18 06:00:00,-2.8
9603,2022-03-18 07:00:00,-3.7
9588,2022-03-18 08:00:00,0.6
9589,2022-03-18 09:00:00,3.9
9590,2022-03-18 10:00:00,5.3
9604,2022-03-18 11:00:00,5.6
9591,2022-03-18 12:00:00,6.3
9683,2022-03-18 13:00:00,6.7
9605,2022-03-18 14:00:00,7.8
9606,2022-03-18 15:00:00,9.2
9684,2022-03-18 16:00:00,10.1
9607,2022-03-18 17:00:00,9.3
9608,2022-03-18 18:00:00,8.0
9609,2022-03-18 19:00:00,6.3
9610,2022-03-18 20:00:00,5.3
9685,2022-03-18 21:00:00,5.0
9611,2022-03-18 22:00:00,4.3
9612,2022-03-18 23:00:00,3.9
9613,2022-03-19 00:00:00,1.4
9614,2022-03-19 01:00:00,0.6
9686,2022-03-19 02:00:00,1.2
9615,2022-03-19 03:00:00,-0.1
9616,2022-03-19 04:00:00,-2.0
9687,2022-03-19 05:00:00,-3.0
9617,2022-03-19 06:00:00,-3.5
9618,2022-03-19 07:00:00,-2.3
9619,2022-03-19 08:00:00,-1.0
9620,2022-03-19 09:00:00,2.6
9621,2022-03-19 10:00:00,6.0
